source,target,weight
male,haha,1
college,health,2
FDA,CBS,1
treatment,case,1
contract,disease,1
deadly,old,2
CDC,study,3
low,pap,1
listen,song,1
virus,oral,3
herpes,family,1
brother,ask,1
autoimmune,vaccination,3
bad,news,16
people,kill,2
woman,raise,1
Rick_Perry,Michele_Bachmann,1
start,HPV_vaccine,3
order,campaign,1
change,CDC,1
come,Texas,1
take,black,2
type,CDC,1
woman,include,2
receive,protection,1
develop,food,1
fear,prevent,2
girl,cost,1
information,link,1
sore,needle,2
target,cancer,6
God,today,1
cover,ACA,1
kid,young,2
war,plan,1
medical,exam,2
infection,healthy,1
hate,Gardasil_vaccine,1
2006,female,1
drink,sandwich,3
poor,increase,1
prevent,disease,2
news,offer,1
it,STI,2
dumb,woman,2
cut,teenage,2
prove,low,1
FDA,seizure,1
million,doctor,1
safe,it,3
thing,hold,1
smear,tomorrow,1
girl,long,7
symptom,test,3
hey,disease,1
white,need,1
urge,American,1
mom,sister,2
bit,girl,1
dad,eat,1
difference,help,1
vaccine,kill,22
know,catch,1
vaccine,today,7
woman,talk,5
incidence,cause,1
rare,offer,1
jab,something,2
prevent,thousand,1
know,post,2
doctor,body,1
painful,watch,2
spur,study,10
year,Pussy,3
it,community,1
article,head,1
approve,sexual,1
want,look,1
comment,survivor,1
post,problem,1
mail,America,1
I,annual,15
finish,government,1
Latinas,rate,5
night,CNN,1
Merck,face,1
ObamaCare,check,1
word,commercial,1
white,man,5
order,defend,1
vaccination,delay,1
primary,people,2
drop,plan,1
point,take,1
uptake,make,1
cancer,Puff,1
today,mammogram,1
vaccine,send,1
vaccine,low,2
provide,boy,2
doctor,prove,1
schedule,promise,1
week,save,1
Gardasil,delay,1
article,contraception,1
program,protect,1
HPV,increase,8
lung,man,1
news,drug,1
end,pap,1
coverage,cure,1
thing,bad,1
prevent_HPV,good,1
family,model,2
worry,vaccine,1
big,get,2
appointment,information,1
important,website,1
week,fast,1
debate,friend,1
reveal,HPV,1
CDC,mean,1
India,raise,1
learn,she,1
prevent,health,1
increase,number,1
affect,nervous,1
school,hell,1
intercourse,sex,1
get,news,3
wrong,medical,2
old,model,1
week,drug,1
curable,disease,1
pass,child,1
receive,money,1
occur,vaccinate,1
Gardasil,occur,2
time,morning,1
open,question,1
note,campaign,1
vaccine,half,2
question,Perry,3
HPV,fire,3
it,Merck,1
hysterectomy,regular,1
small,business,1
issue,Michele,1
developer,clear,1
health,datum,1
woman,bet,1
pray,FDA,1
guy,pap,1
cheap,place,1
daughter,mail,1
vinegar,cervical,3
need,teenager,1
information,boy,1
thing,vaccine,1
vaccination,healthcare,1
I,time,37
can,type,3
act,press,1
show,dose,1
half,cost,1
know,suffer,1
trial,science,1
government,tell,3
Tests,political,1
aware,lot,1
screen,low,2
adult,leave,1
stop,man,1
care,think,4
papilloma,oral,1
controversy,girl,2
awareness,fast,1
negative,pregnancy,1
girl,information,1
family,health,2
risky,vaccination,1
state,panel,1
get,warts,9
protect,thousand,1
need,pelvic,4
infect,think,1
stop,Merck,2
turn,cancer,5
body,genital,1
open,public,1
encourage,lady,1
GOP,retardation,1
cancer,effort,1
reason,hysterectomy,1
support,screen,2
death,relate,1
day,stress,1
papillomavirus,study,1
detect,simple,1
care,Cervix,1
HPV_vaccine,tetanus,1
CNN,social,1
bit,can,2
video,cervical,1
fight,throat,1
vaccination,Nigeria,1
can,vaccination,9
vaccine,number,1
old,receive,2
like,take,3
jab,doctor,1
positive,healthy,1
wart,difference,1
news,rise,1
test,time,4
program,risk,1
need,put,1
symptom,cervical,4
read,test,2
virgin,cervical,1
NHS,pap,1
vaccine,Perry,1
news,cervical_cancer,21
factor,develop,1
show,battle,1
doctor,protect,14
think,term,2
poor,study,7
start,expert,1
interesting,data,1
doctor,sexual,2
hurt,sad,1
month,aware,1
relate,cell,1
age,life,2
news,male,2
nurse,NHS,1
Moesha,pass,1
parent,teacher,1
power,HPV,2
care,order,1
cause,Abbott,1
genital,health,1
have,share,5
vaccine,treatment,3
breast,STI,1
attention,effective,1
change,cervical_cancer,3
handle,lady,1
CDC,man,5
small,cancer,4
HPV,old,17
finger,HPV_vaccine,2
can,carry,11
assume,Guess,1
post,I,5
I,confuse,5
stop,look,2
big,idea,1
sign,boy,1
injection,weird,1
issue,recommendation,1
important,alcohol,1
show,page,1
can,infect,25
old,mum,1
low,lack,1
human,HPV,5
lack,recommendation,2
Goody,fight,1
STD,show,2
tweet,Sleep,1
report,coverage,1
add,ignore,1
I,bear,2
cause,high,3
occur,I,1
datum,high,1
recently,withdraw,1
female,smoke,1
battle,can,1
indian,vaccine,2
explain,HPV,7
hepatitis,man,1
affect,researcher,1
HPV,Rick,1
aid,test,1
lead,low,1
Prevention,tomorrow,2
Bachmann,blow,1
cut,proof,1
Prevention,smoke,1
vaccine,find,2
learn,kid,1
way,key,1
executive,power,1
end,clean,1
CNN,delay,1
long,relate,1
afford,screen,2
cervical_cancer,school,16
HPV,aid,3
provide,full,2
GSK,ad,1
ask,side,1
doctor,human,1
article,annual,1
state,HPV,1
school,discussion,1
vaccine,Bachmann,1
Sophie,get,8
HPV,number,6
Prevention,UK,1
cancer,advance,1
dead,die,1
story,book,1
scary,danger,1
like,Gardasil,19
I,worst,9
today,free,3
India,sign,1
african,benefit,1
shoot,piece,1
hope,Nigerian,1
need,Merck,1
symptom,genital,1
man,top,1
book,mammogram,1
campaign,day,1
mandatory,real,1
ethic,drug,1
jab,year,2
circumcision,public,1
hard,ignore,1
lady,diagnose,1
protect,female,1
scientific,dangerous,1
strong,help,1
common,wart,1
open,website,1
can,kind,2
remember,protect,1
HPV,misinformation,1
ObamaCare,stage,1
Gardasil,experience,1
form,immunisation,1
mean,think,3
fact,clear,2
cause,ABC,1
Bill,hear,1
control,get,1
get,point,15
close,million,1
girlfriend,tell,1
genital,sex,3
effect,concern,1
Pharma,boy,1
girl,small,1
stay,I,2
oral,head,3
team,law,1
press,woman,2
body,I,3
life,relate,1
back,eat,1
safe,scientific,1
smear,screen,3
delay,risk,1
immunization,poor,1
long,HPV,11
note,Michele,1
allow,daughter,3
Katie,expert,1
head,throat,1
community,group,1
old,cause,4
dose,inject,1
boy,fall,1
young,cause,3
breast,today,1
picture,information,1
part,school,1
decide,vaccine,1
know,campaign,1
woman,white,2
country,include,1
time,positive,1
vagina,make,1
approve,young,1
government,vaccination,2
HIV,regular,1
smear,baby,2
school,child,2
smear,Tests,1
call,share,1
Gardasil,daughter,6
woman,vaccination,12
vaccine,shoot,8
letter,public,1
sex,think,3
sexual,cause,1
program,develop,1
defend,woman,1
long,have,15
increase,man,3
dead,damage,1
country,provide,1
commercial,today,1
long,it,10
annually,stay,1
American,screen,1
blog,case,1
Reuters,UK,1
government,report,2
share,sex,1
parenthood,push,1
shame,Paul,1
effort,healthy,1
American,affect,1
HPV,video,3
let,know,7
decrease,neck,1
injury,death,3
GSK,Merck,2
fact,contagious,1
drive,prevent,1
catch,sign,1
year,know,10
person,have,11
program,number,1
penile,high,1
result,disease,1
quote,care,1
young,reach,1
care,check,1
Gardasil,lose,1
wat,worry,1
rare,oral,1
british,receive,1
study,cunnilingus,1
aware,fact,1
key,recommendation,1
son,lady,1
boy,it,14
cover,CDC,1
fact,American,1
invasive,year,3
cancer,report,7
share,media,1
girl,diagnose,1
transmit,something,1
dat,high,1
daughter,failure,1
promote,science,1
clear,myth,1
rush,want,1
vaxfax,support,1
can,treat,1
fear,vaccination,2
HPV,abstinence,2
sex,give,6
get,absolutely,1
month,like,1
live,talk,1
tell,turn,1
blog,piece,1
way,it,9
live,real,1
CCPW,story,1
Jesus,woman,1
decide,reduce,1
government,campaign,2
screen,world,1
detect,treatment,1
disease,symptom,1
till,waste,1
dad,ad,1
prove,Bachmann,1
country,bear,1
vaccination,CBS,1
year,relate,1
CBS,suggest,1
indian,head,1
anal,ad,1
help,learn,1
money,get,2
she,I,46
episode,truth,16
weird,I,7
vax,boy,7
symptom,song,1
importance,check,1
friend,get,5
dat,can,3
morning,awareness,1
admit,routine,1
consent,Texas,1
grow,man,1
can,male,1
man,take,2
trial,help,1
increase,exposure,1
condom,year,1
daughter,rare,1
result,understand,1
HPV,statement,2
series,boy,1
American,Google,1
vinegar,low,1
needle,fuck,2
refuse,part,1
policy,cervical,1
daughter,discuss,1
tobacco,tie,1
save,cancer,7
CDC,protect,1
today,episode,1
health,fast,1
budget,pap,1
genital,time,1
Prevention,survey,1
regular,way,1
researcher,post,1
rare,small,1
cervical,disease,1
have,option,2
science,strong,1
battle,cry,1
yall,wear,1
health,incidence,1
medical,researcher,1
test,allow,1
Santorum,I,1
media,run,1
health,discuss,1
help,smoke,1
speech,Gardasil,1
vaccine,support,6
concern,cost,1
case,child,1
research,point,1
pregnancy,get,1
screen,Forbes,1
rise,USA,1
world,speak,1
guideline,screen,1
circumcision,American,1
woman,cure,1
knowledge,vax,1
talk,teenager,2
Prevention,education,1
work,nasty,1
vagina,uterus,1
discuss,idea,1
shoot,work,1
year,dangerous,1
old,british,2
debate,test,2
advocate,need,1
death,grow,1
promote,promiscuity,6
advice,mom,1
event,notice,1
half,girl,6
girl,evidence,1
work,decrease,1
crazy,pass,1
Japan,vaccine,2
case,oral,1
press,cancer,1
share,save,1
I,change,6
night,ten,1
college,diagnose,1
healthy,baby,1
find,condom,1
time,act,1
ObamaCare,woman,3
mum,battle,1
cervical_cancer,high_risk,1
like,note,1
occur,early,1
care,want,1
hit,Rick,1
vaccination,parent,2
save,cervical,2
vaccine,answer,2
live,controversy,1
finish,wit,1
risk,advance,1
post,color,1
drink,dentist,1
positive,trial,1
Prevention,law,1
fear,teenager,2
spread,lead,1
inside,body,1
way,pap,1
teenager,cut,3
feel,healthy,3
infant,man,1
Gardasil,address,1
conversation,HPV,4
cancer,misinformation,1
Santorum,government,1
gay,anal,3
look,research,1
HPV_vaccine,it,99
seizure,HPV,1
vax,choice,1
hey,argue,1
retardation,hot,1
medical,vax,1
suck,normal,1
test,expose,1
doctor,infect,1
official,screen,1
can,skin,4
tell,I,22
Abbott,HPV_vaccine,1
global,breast,1
bad,back,2
test,poor,3
ban,dangerous,1
incidence,Prevention,1
law,child,1
handle,Gardasil,1
like,herpes,4
moment,pap,1
HPV,infection,23
smear,sort,1
link,tweet,1
hospital,visit,1
survive,neck_cancer,2
worth,star,1
awareness,get,2
vaccine,decision,2
high,autoimmune,1
inside,cervical,1
prove,high,1
MT,increase,3
death,worldwide,2
system,increase,1
protection,test,1
turn,conversation,1
screen,face,1
month,Gardasil,1
start,walk,1
physician,flu,1
Cervarix,dangerous,8
want,tweet,1
cousin,get,1
information,friend,1
forever,effective,1
news,world,30
mine,tell,1
work,breast,1
harm,can,1
reveal,knowledge,1
daily,vaccine,1
call,change,1
routine,mammogram,1
man,stick,1
symptom,speak,1
dose,vax,1
daughter,dad,1
killer,due,1
smear,drink,1
panel,clear,1
infection,link,1
viral,STI,1
lady,world,1
know,HIV,5
form,group,1
month,make,1
young,know,3
check,annually,1
social,gay,1
2012,doctor,1
recommendation,issue,1
public,clinic,1
nasty,HPV_wart,1
free,reach,1
Bachmann,win,1
NHS,doctor,1
day,old,1
kill,infect,3
victim,health,1
rate,risk,3
teenager,medical,2
momma,I,3
cause,side,3
boy,routine,3
poor,prevent,1
I,mum,14
group,risk,2
sign,get,5
expect,blog,1
Human_Papillomavirus,mandatory,1
drug,cell,1
cancer,penile,1
doctor,patient,2
concern,TX,1
have,picture,2
abnormal,regular,1
cost,I,3
have,point,9
show,result,1
friend,worst,1
today,teenager,1
knowledge,health,1
research,protect,2
girl,reaction,4
promote,contract,1
blog,Katie,1
hope,woman,3
effect,death,1
penis,figure,1
yall,cervical,2
ask,gynecologist,2
developer,FALSE,2
year,high,1
show,genital,1
talk,breast,3
campaign,FDA,2
cervical_cancer,lucky,1
information,YellowUmbOrg,1
lady,call,2
I,penis,4
vaccine,Twitter,1
recommendation,Cervarix,2
Friday,night,1
India,day,1
oral_sex,safe_sex,3
cheap,full,1
vaccination,report,2
vaccine,conversation,1
immunization,update,1
your,head,1
patient,remain,1
year,meningitis,1
way,screen,9
start,fall,1
AIDS,doctor,1
story,lead,1
breast,poor,13
researcher,have,4
help,turn,1
offer,age,1
due,dat,1
test,quick,1
tv,cancer,1
ill,link,1
vaccine,decrease,1
anal,cell,2
let,cancer,4
smear,like,6
vinegar,Prevention,1
source,information,1
worry,shoot,1
warts,picture,1
it,nigga,5
support,small,1
case,religious,1
small,pay,1
response,Romney,1
topic,Michelle,1
I,sexy,4
change,oral,1
pain,time,1
doctor,like,7
yesterday,political,1
panel,advice,1
smoke,vaccination,1
person,carrier,1
young,dead,2
service,smoke,1
drug,information,1
act,provide,1
UK,kill,1
force,vax,2
vax,prevent,2
access,abortion,2
cause,recent,1
benefit,year,1
benefit,old,2
admit,nervous,1
deal,HPV,4
sister,law,2
party,free,1
sick,mandate,1
estimate,response,1
recent,gyn,1
way,Guess,1
have,evidence,4
full,recent,1
people,let,2
health,guy,1
pay,birth,1
contraception,test,1
open,age,1
STD,AIDS,7
effect,policy,1
today,something,1
bitch,smell,3
kill,law,1
Abbott,pill,2
age,behavior,1
baby,suggest,1
blood,phase,1
lady,pap,1
show,abnormal,1
doctor,dental,1
country,Merck,1
Bachmann,girl,6
recommend,regular,1
start,help,1
Nigeria,high,1
die,HPV,10
know,turn,1
early,screen,2
suggest,risk,1
virus,lead,2
HPV,mouth,31
mammogram,check,1
doctor,survey,1
need,like,11
killer,it,4
I,show,5
dad,I,4
bet,Bachmann,1
it,regular,3
late,night,2
symptom,risk,1
herpes,date,1
hold,school,1
money,research,1
lady,common,1
link,prevent,1
it,discuss,1
patient,physician,1
check,Twitter,1
country,transmit,1
bitch,fuck,8
tumor,hysterectomy,1
woman,hospital,1
CDC,article,1
can,pass,13
person,risk,2
eat,need,1
effect,safe,1
main,find,1
blog,finish,1
cervical,Twitter,1
recommendation,American,1
sex,abnormal,1
pap,decline,1
risk,official,1
CDC,cancer_prevention,1
battle,today,4
rate,continue,1
remember,follow,1
daughter,MT,1
ACA,Latinas,1
vax,man,5
play,Bachmann,1
talk,fight,1
Gardasil,advocate,1
common,hand,2
office,get,3
cancer,Texas,1
debate,grow,1
Awareness_Month,important,1
super,early,1
vagina,expensive,1
price,check,1
survey,thought,1
big,AIDS,1
know,oral,4
UK,receive,1
quick,simple,1
work,help,1
smoke,put,1
take,boyfriend,1
CDC,cervical,1
policy,HPV,2
parent,uncomfortable,1
vaccinate,teenage,1
bring,prevent,1
death,research,3
state,pap_smear,1
remember,week,1
Perry,major,1
woman,tell,3
cost,care,1
girl,night,1
waste,test,1
catch,know,1
HPV_vaccine,Michele_Bachmann,4
Wales,Prevention,1
ask,abnormal,1
smoke,abnormal,1
can,HPV,146
school,apparently,1
UK,give,1
expect,pregnant,1
STD,sex,4
top,cervical,1
death,due,5
work,protect,1
CDC,read,1
DNA,science,1
play,key,1
month,HPV_vaccine,1
feel,tired,1
talk,find,1
act,UK,1
Google,breast,1
scared,lung,1
cancer,Katie,1
trust,real,2
day,leave,2
include,medical,1
vaccination,adverse,2
tumor,due,2
story,find,1
Twitter,meningitis,1
sex,need,4
man,like,10
test,annual,2
break,record,1
vaccination,flu,4
nervous,office,1
head,condom,1
read,response,1
smear,vax,1
teenage,world,1
have,access,8
hear,series,1
get,health,10
share,send,1
Obama,CDC,1
uptake,HPV_vaccine,1
low,mean,4
study,paper,1
look,plan,1
month,CNN,1
incidence,sex,1
screen,dentist,1
check,raise,1
patient,Prevention,1
media,scare,2
debate,decision,1
I,shoot,60
nasty,HPV,4
government,priority,1
people,tweet,3
remember,I,17
dose,require,1
picture,body,1
message,start,1
cervical_cancer,health,25
wit,advance,2
information,public,1
strain,increase,1
active,check,1
gonorrhea,arm,1
DNA,human,1
back,full,1
die,day,5
HPV,practice,1
back,boy,1
factor,cancer,1
support,research,1
burn,life,1
mom,stage,3
social,Gardasil,2
God,America,1
blog,bring,1
Bachmann,lie,1
media,video,1
day,arm,4
fund,awareness,1
cancel,company,1
screen,encourage,1
idea,way,1
old,protect,1
vaccination,virus,5
send,love,2
start,hurt,1
school,lead,1
high,female,1
rest,mammogram,1
year,nasty,2
lack,die,1
husband,doctor,1
Pharma,money,1
push,get,3
active,Gardasil,1
HPV,cell,2
global,vaccination,2
Romney,Prevention,1
give,son,2
vinegar,continue,1
think,vax,2
lady,end,2
vaccination,night,1
rate,nation,1
Guess,girl,1
Prevention,awareness,2
I,person,11
vaccine,forget,1
global,test,5
month,offer,1
USA,cancer,1
price,test,1
debate,question,1
expert,cover,1
shame,Perry,1
show,answer,1
hell,Guess,1
gay,great,1
man,tongue,1
program,prevent,1
tweet,hell,1
disease,expert,1
disease,year,5
carry,person,1
line,treatment,1
complete,live,1
close,Africa,1
head,education,1
thousand,prostate,2
Google,word,1
statement,study,1
make,spread,1
get,intercourse,1
news,help,1
screen,STD,4
single,risk,1
check,MT,1
screen,star,1
patient,advocate,1
father,HPV,1
back,job,1
mine,phone,1
chance,help,1
money,have,3
apparently,hurt,1
blood,wart,1
female,doctor,3
human_papilloma,common_virus,1
big,data,1
I,black,4
life,change,1
number,I,2
agree,get,2
cure,herpes,2
patient,cervical_cancer,2
week,man,1
call,need,1
vaxfax,parent,1
know,circumcision,2
receive,clear,1
I,governor,1
know,learn,3
school,have,8
visit,screen,1
STD,need,3
Bachmann,handle,1
expect,people,1
warts,I,6
risky,business,1
nasty,sit,1
sick,money,1
oppose,cancer,1
report,Prevention,1
Parkers,battle,3
HPV_vaccine,spur,14
CDC,move,1
late,check,1
STI,STD,3
detect,prevent,1
small,fox,1
student,risk,1
allow,test,1
public,cut,1
let,hear,1
read,oral,1
case,run,1
issue,Obama,1
reduce,global,1
order,risky,1
cervical_cancer,real,7
report,datum,1
man,boy,7
raise,drop,1
clean,vaccine,1
smoke,give,1
visit,deal,1
boy,read,1
avoid,develop,1
test,global,2
American,relate,1
part,apparently,1
suggest,breast_cancer,1
post,treatment,1
trial,let,1
boy,old,1
test,simple,3
critical,illness,1
sex,medical,1
vaccinate,MT,1
scare,contact,1
TX,raise,1
word,Twitter,1
week,HPV,5
advocate,information,1
Twitter,Bachmann,1
vaccine,ABC,1
system,ask,1
contagious,male,1
early,find,1
cause,teenage,1
smear,offer,1
male,friend,2
hold,pap,1
it,benefit,1
slow,vaccination,2
vaccine,die,4
schedule,pelvic,1
man,live,1
Merck,ad,1
woman,close,1
STD,medicine,1
system,strong,1
debate,Monday,1
spur,debate,1
mandate,high,1
dead,ask,1
increase,vaccine,1
smear,finger,1
year,wart,1
liver,pay,1
HPV_vaccine,common_cancer,1
people,I,31
woman,annual,6
hurt,time,3
help,science,1
early,age,9
state,high,1
Guess,something,1
sister,drink,2
explain,sexual,1
help,support,3
watch,Harry,1
remember,schedule,1
watch,Bachmann,1
kidney,failure,3
woman,way,5
show,decrease,1
include,smoke,1
week,show,1
bear,cancer,1
worst,I,8
recommend,woman,5
african,parent,1
effective,target,2
statement,girl,1
story,reduce,1
painful,jab,1
get,awareness,3
Africa,day,1
vaccination,CDC,3
jab,read,1
press,service,1
cervical_cancer,news,12
word,danger,1
decrease,penile,1
answer,Merck,1
family,ovarian_cancer,1
injection,death,1
herpes,I,6
cancer,Goody,1
Romney,book,1
danger,Gardasil,1
promise,study,1
knowledge,pap,1
mouth,stay,1
papillomavirus,young,1
pass,test,3
comment,cervical,1
researcher,spread,1
HPV,minute,1
wart,occur,1
daughter,teenager,2
wait,pap,1
family,Michele,1
clinic,law,1
warts,cause,12
effect,negative,1
refuse,test,4
due,week,2
realize,pap,1
requirement,cervical,1
pay,vaccine,2
wart,long,1
hey,drink,1
form,head,3
long,abstinence,1
symptom,visit,1
bet,Pussy,1
teenager,access,1
treatment,Rick,1
research,multiple,1
screen,lesbian,1
limit,partner,1
vaccination,student,1
update,year,3
business,HPV,1
country,worldwide,1
standard,STD,1
uncomfortable,Guess,1
MT,warn,1
body,include,1
protect,wart,1
Bill,discuss,1
cancer,jab,11
Bachman,Gardasil,1
tetanus,feel,1
HPV,daughter,4
papillomavirus,increase,1
oral,due,3
doctor,safe,1
life,agree,1
news,plan,1
nigga,catch,2
difference,have,1
game,time,1
cause,song,1
vaccination,child,1
study,vaccination,2
like,idiot,1
death,Sophie,1
people,big,1
today,look,1
do,infect,1
government,cover,1
disease,include,1
ad,check,1
scientific,HIV,1
bit,write,1
Perry,office,1
have,Cervix,25
scientific,cervical,1
cancer,attack,4
patient,today,1
sexual,life,2
have,immunization,1
college,test,1
wart,explain,1
